scraped_at,site,route_id,origin,destination,depart_date,return_date,price,currency,notes
2026-09-01T00:40:13.775Z,aerolineas,bue-gyn,EZE,GYN,2026-12-18,2026-12-28,3697,BRL,"{""out"":{""stops"":1,""totalDurationMin"":425,""segments"":[{""airline"":""AR"",""flightNumber"":1246,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2026-12-18T11:55:00"",""arrival"":""2026-12-18T14:40:00""},{""airline"":""LA"",""flightNumber"":8282,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2026-12-18T17:25:00"",""arrival"":""2026-12-18T19:00:00""}]},""in"":{""stops"":1,""totalDurationMin"":740,""segments"":[{""airline"":""G3"",""flightNumber"":2063,""origin"":""GYN"",""destination"":""GIG"",""departure"":""2026-12-28T17:40:00"",""arrival"":""2026-12-28T19:20:00""},{""airline"":""AR"",""flightNumber"":1271,""origin"":""GIG"",""destination"":""AEP"",""departure"":""2026-12-29T02:35:00"",""arrival"":""2026-12-29T06:00:00""}]}}"
2026-09-01T00:40:13.775Z,aerolineas,bue-gyn,EZE,GYN,2026-12-19,2026-12-29,3947,BRL,"{""out"":{""stops"":1,""totalDurationMin"":785,""segments"":[{""airline"":""AR"",""flightNumber"":1240,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2026-12-19T20:00:00"",""arrival"":""2026-12-19T22:45:00""},{""airline"":""LA"",""flightNumber"":8144,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2026-12-20T07:30:00"",""arrival"":""2026-12-20T09:05:00""}]},""in"":{""stops"":1,""totalDurationMin"":425,""segments"":[{""airline"":""G3"",""flightNumber"":7631,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2026-12-29T11:35:00"",""arrival"":""2026-12-29T13:15:00""},{""airline"":""AR"",""flightNumber"":1247,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2026-12-29T15:40:00"",""arrival"":""2026-12-29T18:40:00""}]}}"
2026-09-01T00:40:13.775Z,aerolineas,bue-gyn,EZE,GYN,2026-12-20,2026-12-30,3702,BRL,"{""out"":{""stops"":1,""totalDurationMin"":645,""segments"":[{""airline"":""AR"",""flightNumber"":1242,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2026-12-20T06:25:00"",""arrival"":""2026-12-20T09:10:00""},{""airline"":""LA"",""flightNumber"":8148,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2026-12-20T15:30:00"",""arrival"":""2026-12-20T17:10:00""}]},""in"":{""stops"":1,""totalDurationMin"":880,""segments"":[{""airline"":""G3"",""flightNumber"":7524,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2026-12-30T19:20:00"",""arrival"":""2026-12-30T21:15:00""},{""airline"":""AR"",""flightNumber"":1241,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2026-12-31T07:00:00"",""arrival"":""2026-12-31T10:00:00""}]}}"
2026-09-01T00:40:13.775Z,aerolineas,bue-gyn,EZE,GYN,2026-12-21,2026-12-31,3385,BRL,"{""out"":{""stops"":1,""totalDurationMin"":405,""segments"":[{""airline"":""AR"",""flightNumber"":1246,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2026-12-21T11:55:00"",""arrival"":""2026-12-21T14:40:00""},{""airline"":""G3"",""flightNumber"":1492,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2026-12-21T17:00:00"",""arrival"":""2026-12-21T18:40:00""}]},""in"":{""stops"":1,""totalDurationMin"":705,""segments"":[{""airline"":""G3"",""flightNumber"":7631,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2026-12-31T11:35:00"",""arrival"":""2026-12-31T13:15:00""},{""airline"":""AR"",""flightNumber"":1251,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2026-12-31T20:20:00"",""arrival"":""2026-12-31T23:20:00""}]}}"
2026-09-01T00:40:13.775Z,aerolineas,bue-gyn,EZE,GYN,2026-12-22,2027-01-01,3857,BRL,"{""out"":{""stops"":1,""totalDurationMin"":410,""segments"":[{""airline"":""AR"",""flightNumber"":1242,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2026-12-22T06:25:00"",""arrival"":""2026-12-22T09:10:00""},{""airline"":""LA"",""flightNumber"":8084,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2026-12-22T11:40:00"",""arrival"":""2026-12-22T13:15:00""}]},""in"":{""stops"":1,""totalDurationMin"":880,""segments"":[{""airline"":""G3"",""flightNumber"":7524,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2027-01-01T19:20:00"",""arrival"":""2027-01-01T21:15:00""},{""airline"":""AR"",""flightNumber"":1241,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2027-01-02T07:00:00"",""arrival"":""2027-01-02T10:00:00""}]}}"
2026-09-01T00:40:13.775Z,aerolineas,bue-gyn,EZE,GYN,2026-12-23,2027-01-02,3775,BRL,"{""out"":{""stops"":1,""totalDurationMin"":735,""segments"":[{""airline"":""AR"",""flightNumber"":1242,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2026-12-23T06:25:00"",""arrival"":""2026-12-23T09:10:00""},{""airline"":""G3"",""flightNumber"":7510,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2026-12-23T17:00:00"",""arrival"":""2026-12-23T18:40:00""}]},""in"":{""stops"":1,""totalDurationMin"":460,""segments"":[{""airline"":""G3"",""flightNumber"":7679,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2027-01-02T06:00:00"",""arrival"":""2027-01-02T07:40:00""},{""airline"":""AR"",""flightNumber"":1243,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2027-01-02T10:40:00"",""arrival"":""2027-01-02T13:40:00""}]}}"
2026-09-01T00:40:13.775Z,aerolineas,bue-gyn,EZE,GYN,2026-12-24,2027-01-03,3702,BRL,"{""out"":{""stops"":1,""totalDurationMin"":1035,""segments"":[{""airline"":""AR"",""flightNumber"":1240,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2026-12-24T20:00:00"",""arrival"":""2026-12-24T22:45:00""},{""airline"":""LA"",""flightNumber"":8084,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2026-12-25T11:40:00"",""arrival"":""2026-12-25T13:15:00""}]},""in"":{""stops"":1,""totalDurationMin"":535,""segments"":[{""airline"":""G3"",""flightNumber"":7631,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2027-01-03T11:35:00"",""arrival"":""2027-01-03T13:15:00""},{""airline"":""AR"",""flightNumber"":1247,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2027-01-03T17:30:00"",""arrival"":""2027-01-03T20:30:00""}]}}"
2026-09-01T00:40:13.775Z,aerolineas,bue-gyn,EZE,GYN,2026-12-25,2027-01-04,3802,BRL,"{""out"":{""stops"":1,""totalDurationMin"":410,""segments"":[{""airline"":""AR"",""flightNumber"":1242,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2026-12-25T06:25:00"",""arrival"":""2026-12-25T09:10:00""},{""airline"":""LA"",""flightNumber"":8084,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2026-12-25T11:40:00"",""arrival"":""2026-12-25T13:15:00""}]},""in"":{""stops"":1,""totalDurationMin"":880,""segments"":[{""airline"":""G3"",""flightNumber"":1493,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2027-01-04T19:20:00"",""arrival"":""2027-01-04T21:15:00""},{""airline"":""AR"",""flightNumber"":1241,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2027-01-05T07:00:00"",""arrival"":""2027-01-05T10:00:00""}]}}"
2026-09-01T00:40:13.775Z,aerolineas,bue-gyn,EZE,GYN,2026-12-26,2027-01-05,3869,BRL,"{""out"":{""stops"":1,""totalDurationMin"":405,""segments"":[{""airline"":""AR"",""flightNumber"":1246,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2026-12-26T11:55:00"",""arrival"":""2026-12-26T14:40:00""},{""airline"":""G3"",""flightNumber"":7510,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2026-12-26T17:00:00"",""arrival"":""2026-12-26T18:40:00""}]},""in"":{""stops"":1,""totalDurationMin"":880,""segments"":[{""airline"":""G3"",""flightNumber"":1493,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2027-01-05T19:20:00"",""arrival"":""2027-01-05T21:15:00""},{""airline"":""AR"",""flightNumber"":1241,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2027-01-06T07:00:00"",""arrival"":""2027-01-06T10:00:00""}]}}"
2026-09-01T00:40:13.775Z,aerolineas,bue-gyn,EZE,GYN,2026-12-27,2027-01-06,3947,BRL,"{""out"":{""stops"":1,""totalDurationMin"":425,""segments"":[{""airline"":""AR"",""flightNumber"":1246,""origin"":""AEP"",""destination"":""GRU"",""departure"":""2026-12-27T11:55:00"",""arrival"":""2026-12-27T14:40:00""},{""airline"":""LA"",""flightNumber"":8282,""origin"":""GRU"",""destination"":""GYN"",""departure"":""2026-12-27T17:25:00"",""arrival"":""2026-12-27T19:00:00""}]},""in"":{""stops"":1,""totalDurationMin"":880,""segments"":[{""airline"":""G3"",""flightNumber"":1493,""origin"":""GYN"",""destination"":""GRU"",""departure"":""2027-01-06T19:20:00"",""arrival"":""2027-01-06T21:15:00""},{""airline"":""AR"",""flightNumber"":1241,""origin"":""GRU"",""destination"":""AEP"",""departure"":""2027-01-07T07:00:00"",""arrival"":""2027-01-07T10:00:00""}]}}"
